WMO_INDEX,GSOD,GHCN,MAKT
94633,946330-99999,ASN00010536,Yes
94635,946350-99999,ASN00010592,
94636,,ASN00010633,Yes
94637,946370-99999,ASN00012038,Yes
94638,946380-99999,ASN00009789,Yes
94639,946390-99999,ASN00012065,
94642,946420-99999,ASN00011017,Yes
94645,946450-99999,ASN00011019,Yes
94647,946470-99999,ASN00011003,Yes
94651,946510-99999,ASN00018106,Yes
94653,946530-99999,ASN00018011,Yes
94654,946540-99999,ASN00018079,Yes
94655,946550-99999,ASN00016098,Yes
94656,946560-99999,ASN00018069,Yes
94657,946570-99999,ASN00018044,Yes
94659,946590-99999,ASN00016001,Yes
94660,946600-99999,,
94661,946610-99999,ASN00018014,Yes
94663,946630-99999,ASN00022018,Yes
94665,946650-99999,ASN00022008,Yes
94666,946660-99999,,
94668,946680-99999,ASN00018040,Yes
94669,946690-99999,ASN00021043,Yes
94672,946720-99999,ASN00023031,Yes
94673,946730-99999,ASN00019017,Yes
94676,946760-99999,ASN00017099,Yes
94677,946770-99999,ASN00023894,Yes
94679,946790-99999,ASN00019062,Yes
94680,946800-99999,ASN00024511,Yes
94681,946810-99999,ASN00023373,Yes
94684,946840-99999,ASN00020062,Yes
94688,946880-99999,ASN00025509,Yes
94689,946890-99999,ASN00047007,Yes
94691,946910-99999,ASN00047048,Yes
94692,,ASN00047016,Yes
94693,946930-99999,ASN00076031,Yes
94694,,ASN00047019,Yes
94695,946950-99999,ASN00046043,Yes
94696,946960-99999,ASN00049002,Yes
94697,946970-99999,ASN00049019,Yes
94698,946980-99999,ASN00075031,Yes
94699,946990-99999,ASN00046042,
94700,947000-99999,ASN00075032,Yes
94703,947030-99999,ASN00048245,Yes
94704,,ASN00073032,Yes
94706,947060-99999,ASN00074221,Yes
94707,,ASN00050052,Yes
94708,947080-99999,ASN00051039,Yes
94709,947090-99999,ASN00073054,Yes
94711,947110-99999,ASN00048027,Yes
94715,947150-99999,ASN00065103,Yes
94717,947170-99999,ASN00065026,Yes
94718,947180-99999,ASN00051010,
94719,947190-99999,,
94720,947200-99999,ASN00065091,
94721,947210-99999,ASN00050031,Yes
94723,947230-99999,ASN00065034,Yes
94725,947250-99999,ASN00073014,Yes
94726,947260-99999,ASN00063231,
94728,947280-99999,ASN00064008,Yes
94730,947300-99999,ASN00063005,Yes
94732,,ASN00062013,Yes
94735,,ASN00070080,Yes
94736,,ASN00067019,Yes
94739,947390-99999,ASN00061086,Yes
94740,,ASN00055024,Yes
94741,947410-99999,ASN00063226,Yes
94742,,ASN00055023,
94744,947440-99999,ASN00063039,Yes
94747,947470-99999,ASN00068102,Yes
94750,947500-99999,ASN00068072,Yes
94753,947530-99999,,
94755,947550-99999,ASN00068192,Yes
94756,947560-99999,ASN00061051,Yes
94761,947610-99999,ASN00054003,Yes
94765,947650-99999,ASN00066137,Yes
94767,947670-99999,ASN00066037,Yes
94768,947680-99999,ASN00066062,Yes
94774,947740-99999,ASN00061055,Yes
94776,947760-99999,ASN00061078,Yes
94778,947780-99999,ASN00056011,Yes
94787,947870-99999,,
94788,947880-99999,ASN00059017,Yes
94790,947900-99999,ASN00059030,Yes
94791,947910-99999,ASN00059040,Yes
94801,948010-99999,ASN00009500,Yes
94802,948020-99999,ASN00009741,Yes
94806,948060-99999,ASN00023733,Yes
94812,948120-99999,ASN00026026,Yes
94814,948140-99999,ASN00024580,Yes
94816,948160-99999,ASN00025507,Yes
94821,948210-99999,ASN00026020,Yes
94822,948220-99999,ASN00022803,Yes
94825,948250-99999,ASN00090135,
94826,948260-99999,ASN00090184,Yes
94827,948270-99999,ASN00078015,Yes
94831,948310-99999,ASN00076047,Yes
94834,948340-99999,ASN00089085,Yes
94842,948420-99999,ASN00090015,Yes
94843,948430-99999,ASN00077094,Yes
94844,948440-99999,ASN00080023,Yes
94849,948490-99999,ASN00088043,Yes
94852,948520-99999,ASN00089002,Yes
94859,948590-99999,ASN00088051,Yes
94861,948610-99999,ASN00080015,Yes
94864,948640-99999,ASN00086383,Yes
94865,948650-99999,ASN00087031,Yes
94868,948680-99999,ASN00086071,Yes
94869,948690-99999,,
94870,948700-99999,ASN00086077,Yes
94874,948740-99999,ASN00088109,Yes
94877,948770-99999,ASN00074106,Yes
94882,948820-99999,ASN00088023,Yes
94888,,ASN00082076,Yes
94889,948890-99999,ASN00082138,Yes
94893,948930-99999,ASN00085096,Yes
94894,948940-99999,ASN00083024,Yes
94901,,ASN00072023,Yes
94907,949070-99999,ASN00085072,Yes
94909,,ASN00073007,Yes
94910,949100-99999,ASN00072150,Yes
94912,949120-99999,ASN00085279,Yes
94917,949170-99999,ASN00084030,
94918,949180-99999,ASN00072043,Yes
94926,949260-99999,ASN00070015,Yes
94928,,ASN00070005,Yes
94933,949330-99999,ASN00084016,Yes
94934,949340-99999,ASN00069137,Yes
94937,949370-99999,ASN00069018,Yes
94942,,ASN00069049,
94958,949580-99999,ASN00091009,Yes
94959,949590-99999,ASN00096003,Yes
94961,949610-99999,ASN00094020,Yes
94962,949620-99999,ASN00094041,Yes
94964,949640-99999,ASN00095003,Yes
94967,949670-99999,ASN00094010,Yes
94968,949680-99999,ASN00091311,
94970,949700-99999,ASN00094029,Yes
94974,949740-99999,ASN00097000,Yes
94975,949750-99999,ASN00094008,Yes
94977,949770-99999,ASN00094191,Yes
94979,949790-99999,ASN00092019,Yes
94980,949800-99999,ASN00099005,Yes
94981,949810-99999,ASN00092038,Yes
94983,949830-99999,ASN00092045,Yes
94995,949950-99999,ASM00094995,Yes
94996,949960-99999,NFM00094996,Yes
94998,949980-99999,ASM00094998,Yes
95121,951210-99999,ASN00014041,Yes
95284,,ASN00031108,Yes
95285,952850-99999,ASN00031034,
95291,952910-99999,ASN00032078,Yes
95292,952920-99999,ASN00032037,Yes
95305,953050-99999,ASN00005017,Yes
95322,953220-99999,ASN00015548,Yes
95323,953230-99999,ASN00015594,Yes
95362,953620-99999,ASN00035065,Yes
95367,953670-99999,ASN00033045,Yes
95492,954920-99999,ASN00045025,Yes
95512,,ASN00048015,Yes
95520,955200-99999,ASN00048031,Yes
95527,955270-99999,ASN00053115,Yes
95533,,ASN00041100,Yes
95566,955660-99999,ASN00040284,Yes
95571,955710-99999,ASN00058077,Yes
95600,956000-99999,ASN00009131,Yes
95603,,ASN00010073,Yes
95606,956060-99999,ASN00009114,Yes
95613,,ASN00009592,Yes
95615,,ASN00010515,Yes
95616,956160-99999,ASN00010626,Yes
95618,956180-99999,ASN00010647,Yes
95622,956220-99999,ASN00009534,Yes
95624,956240-99999,ASN00010092,Yes
95625,956250-99999,ASN00010286,Yes
95626,,ASN00010612,Yes
95627,956270-99999,ASN00010568,Yes
95628,956280-99999,ASN00010622,Yes
95631,,ASN00010058,Yes
95638,956380-99999,ASN00009542,Yes
95639,956390-99999,ASN00012071,Yes
95640,956400-99999,ASN00010917,Yes
95646,956460-99999,ASN00011052,Yes
95655,956550-99999,ASN00016032,Yes
95669,956690-99999,ASN00022015,Yes
95670,956700-99999,ASN00021133,Yes
95674,956740-99999,ASN00023343,Yes
95677,956770-99999,ASN00023013,Yes
95692,956920-99999,ASN00047029,Yes
95707,,ASN00075039,Yes
95710,957100-99999,ASN00051049,Yes
95713,,ASN00053002,Yes
95717,957170-99999,ASN00065068,Yes
95723,957230-99999,ASN00070091,Yes
95727,957270-99999,ASN00064009,Yes
95735,957350-99999,ASN00063063,Yes
95744,957440-99999,ASN00063077,Yes
95746,,ASN00055049,Yes
95753,957530-99999,ASN00067033,Yes
95762,957620-99999,ASN00055325,Yes
95778,,ASN00060013,Yes
95779,957790-99999,ASN00061054,Yes
95805,958050-99999,ASN00022823,Yes
95812,958120-99999,ASN00024521,Yes
95813,958130-99999,ASN00025006,Yes
95814,958140-99999,ASN00024518,Yes
95831,958310-99999,ASN00076064,Yes
95834,958340-99999,ASN00079023,Yes
95835,958350-99999,ASN00079028,Yes
95836,958360-99999,ASN00081049,Yes
95837,958370-99999,ASN00082039,Yes
95843,958430-99999,ASN00082042,Yes
95866,958660-99999,ASN00086038,Yes
95867,958670-99999,ASN00086104,Yes
95881,958810-99999,ASN00086127,Yes
95895,958950-99999,ASN00074034,Yes
95904,959040-99999,ASN00084150,Yes
95916,959160-99999,ASN00072091,Yes
95930,959300-99999,,
95935,959350-99999,ASN00069022,Yes
95940,959400-99999,ASN00068151,Yes
95957,959570-99999,ASN00091107,Yes
95964,959640-99999,ASN00091293,Yes
95966,959660-99999,ASN00091306,Yes
95974,959740-99999,ASN00092012,Yes
95979,959790-99999,ASN00094087,Yes
95984,959840-99999,ASN00092027,Yes
95989,959890-99999,ASN00092003,Yes
96035,960350-99999,IDM00096035,Yes
96073,960730-99999,ID000096073,Yes
96109,961090-99999,IDM00096109,Yes
96163,961630-99999,ID000096163,Yes
96171,961710-99999,IDM00096171,Yes
96195,961950-99999,IDM00096195,Yes
96221,962210-99999,IDM00096221,Yes
96237,962370-99999,IDM00096237,Yes
96413,964130-99999,MY000096413,Yes
96421,964210-99999,MYM00096421,Yes
96441,964410-99999,MY000096441,Yes
96449,964490-99999,MYM00096449,Yes
96471,964710-99999,MYM00096471,Yes
96491,964910-99999,MY000096491,Yes
96581,965810-99999,IDM00096581,Yes
96633,966330-99999,IDM00096633,Yes
96745,967450-99999,ID000096745,Yes
96797,967970-99999,IDM00096797,Yes
96805,968050-99999,ID000096805,Yes
96933,969330-99999,IDM00096933,Yes
96995,969950-99999,KT000096995,Yes
96996,969960-99999,CK000096996,Yes
97014,970140-99999,ID000097014,Yes
97180,971800-99999,IDM00097180,Yes
97230,972300-99999,IDM00097230,Yes
97240,972400-99999,IDM00097240,Yes
97340,973400-99999,ID000097340,Yes
97560,975600-99999,ID000097560,Yes
97580,975800-99999,IDM00097580,Yes
97690,976900-99999,ID000097690,Yes
97876,978760-99999,IDM00097876,Yes
97900,979000-99999,ID000097900,Yes
97980,979800-99999,ID000097980,Yes
98222,982220-99999,RPM00098222,Yes
98223,982230-99999,RP000982230,Yes
98232,982320-99999,RP000098232,Yes
98233,982330-99999,RPM00098233,Yes
98324,983240-99999,,Yes
98325,983250-99999,RPM00098325,Yes
98327,983270-99999,,Yes
98328,983280-99999,RPM00098328,Yes
98336,983360-99999,,Yes
98425,984250-99999,RPW00041229,Yes
98426,984260-99999,RPW00041231,Yes
98428,984280-99999,RPW00041224,Yes
98429,984290-99999,RP000098429,Yes
98430,984300-99999,RP000098430,Yes
98433,984330-99999,,Yes
98444,984440-99999,RP000098444,Yes
98531,985310-99999,,Yes
98536,985360-99999,,Yes
98538,985380-99999,,Yes
98543,985430-99999,,Yes
98550,985500-99999,RPM00098550,Yes
98618,986180-99999,,Yes
98637,986370-99999,RP000986370,
98653,986530-99999,RP000986530,Yes
98836,988360-99999,RP000098836,Yes
98851,988510-99999,RP000098851,Yes
99401,994010-99999,,
99421,994210-99999,,
99669,,ASN00019053,
